240 neurons in layer 1, 120 neurons in layer 2, identity activation function, lbfgs solver, shuffle is True, 200 max_iter, 0.0001 alpha, appendEnergy is False, 0.025 winlen, 0.01 winstep, 18 numcep, 26 nfilt, 2048 nfft, 0.97 preemph, 22 ceplifter, iteration no. 0, error rate: 26.36363636363636
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 1, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 2, error rate: 11.818181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 0, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 1, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 2, error rate: 16.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 0, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 1, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 2, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 0, error rate: 11.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 1, error rate: 12.727272727272727
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 2, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 0, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 1, error rate: 16.818181818181817
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 2, error rate: 12.727272727272727
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 0, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 1, error rate: 11.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 2, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 1, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 2, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 0, error rate: 12.272727272727273
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 1, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 2, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 22 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 22 ceplifter, iteration no. 1, error rate: 16.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 22 ceplifter, iteration no. 2, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 27 ceplifter, iteration no. 0, error rate: 12.272727272727273
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 27 ceplifter, iteration no. 1, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 23 nfilt, 1024 nfft, 0.97 preemph, 27 ceplifter, iteration no. 2, error rate: 15.0
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 16 ceplifter, iteration no. 0, error rate: 11.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 16 ceplifter, iteration no. 1, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 16 ceplifter, iteration no. 2, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 22 ceplifter, iteration no. 0, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 22 ceplifter, iteration no. 1, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 22 ceplifter, iteration no. 2, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 0, error rate: 16.818181818181817
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 1, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 2, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 1, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 2, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 1, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 2, error rate: 15.0
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 0, error rate: 17.272727272727273
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 1, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 2, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 0, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 1, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 2, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 0, error rate: 16.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 1, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 2, error rate: 17.727272727272727
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 1, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 2, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 0, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 1, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 2, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 22 ceplifter, iteration no. 0, error rate: 16.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 22 ceplifter, iteration no. 1, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 22 ceplifter, iteration no. 2, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 27 ceplifter, iteration no. 0, error rate: 17.272727272727273
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 27 ceplifter, iteration no. 1, error rate: 16.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 26 nfilt, 1024 nfft, 0.97 preemph, 27 ceplifter, iteration no. 2, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 16 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 16 ceplifter, iteration no. 1, error rate: 16.818181818181817
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 16 ceplifter, iteration no. 2, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 22 ceplifter, iteration no. 0, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 22 ceplifter, iteration no. 1, error rate: 17.272727272727273
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 22 ceplifter, iteration no. 2, error rate: 14.09090909090909
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 1, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.9 preemph, 27 ceplifter, iteration no. 2, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 0, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 1, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 16 ceplifter, iteration no. 2, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 0, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 1, error rate: 16.363636363636363
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 22 ceplifter, iteration no. 2, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 0, error rate: 18.181818181818183
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 1, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 512 nfft, 0.97 preemph, 27 ceplifter, iteration no. 2, error rate: 17.272727272727273
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 0, error rate: 15.909090909090908
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 1, error rate: 13.636363636363635
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 16 ceplifter, iteration no. 2, error rate: 15.454545454545453
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 0, error rate: 16.818181818181817
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 1, error rate: 15.0
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 22 ceplifter, iteration no. 2, error rate: 13.18181818181818
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 0, error rate: 15.0
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 1, error rate: 14.545454545454545
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.9 preemph, 27 ceplifter, iteration no. 2, error rate: 16.818181818181817
220 neurons in layer 1, 110 neurons in layer 2, logistic activation function, adam solver, shuffle is True, 200 max_iter, 0.0002 alpha, appendEnergy is True, 0.025 winlen, 0.005 winstep, 15 numcep, 29 nfilt, 1024 nfft, 0.97 preemph, 16 ceplifter, iteration no. 0, error rate: 14.09090909090909
